No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
63,2024-10-25 12:04:47.783,19:6f:d9:d5:d5:83,c7:1a:1f:ed:fd:3a,802.11,1194,-73 dBm,-98 dBm,25 dB,1,2412MHz,"Acknowledgement (No data), SN=637, FN=3, Flags=o...R...C",Cafe,12,Friday,637.0,0,0.0,2024-10-25 12:04:47.783,0.038
66,2024-10-25 12:04:47.819,HewlettPacka_59:10:e2,Broadcast,802.11,413,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Beacon frame, SN=879, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,879.0,0,0.0,2024-10-25 12:04:47.819,0.036
67,2024-10-25 12:04:47.820,HewlettPacka_59:10:e0,Broadcast,802.11,405,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Beacon frame, SN=883, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,883.0,0,0.0,2024-10-25 12:04:47.820,0.001
68,2024-10-25 12:04:47.820,HewlettPacka_59:10:e3,Broadcast,802.11,134,-63 dBm,-98 dBm,35 dB,1,2412MHz,"Beacon frame, SN=884, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet]",Cafe,12,Friday,884.0,0,0.0,2024-10-25 12:04:47.820,0.0
69,2024-10-25 12:04:47.842,0c:61:8e:68:63:aa,5e:07:99:28:b6:85,802.11,1443,-74 dBm,-98 dBm,24 dB,1,2412MHz,"Data, SN=3153, FN=14, Flags=.pm.RM.TC",Cafe,12,Friday,3153.0,0,0.0,2024-10-25 12:04:47.842,0.022
71,2024-10-25 12:04:47.847,HewlettPacka_7a:5b:e3,ea:8c:95:ab:c9:fd,802.11,383,-74 dBm,-98 dBm,24 dB,1,2412MHz,"Beacon frame, SN=2976, FN=0, Flags=........C, BI=20580[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,2976.0,0,0.0,2024-10-25 12:04:47.847,0.005
73,2024-10-25 12:04:47.857,ca:78:4a:67:03:56,34:83:a8:75:33:6f,802.11,412,-90 dBm,-98 dBm,8 dB,1,2412MHz,"Association Request, SN=1210, FN=11, Flags=..mPR.F.C",Cafe,12,Friday,1210.0,0,0.0,2024-10-25 12:04:47.857,0.01
76,2024-10-25 12:04:47.871,HewlettPacka_7a:5b:e2,1a:10:61:e3:87:dd,802.11,397,-74 dBm,-98 dBm,24 dB,1,2412MHz,"Probe Response, SN=1180, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,1180.0,0,0.0,2024-10-25 12:04:47.871,0.014
77,2024-10-25 12:04:47.873,HewlettPacka_7a:5b:e5,1a:10:61:e3:87:dd,802.11,396,-73 dBm,-98 dBm,25 dB,1,2412MHz,"Probe Response, SN=3375, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,3375.0,0,0.0,2024-10-25 12:04:47.873,0.002
81,2024-10-25 12:04:47.921,HewlettPacka_59:10:e4,Broadcast,802.11,422,-66 dBm,-98 dBm,32 dB,1,2412MHz,"Beacon frame, SN=886, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,886.0,0,0.0,2024-10-25 12:04:47.921,0.048
82,2024-10-25 12:04:47.921,HewlettPacka_59:10:e1,Broadcast,802.11,384,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Beacon frame, SN=887, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,887.0,0,0.0,2024-10-25 12:04:47.921,0.0
83,2024-10-25 12:04:47.921,HewlettPacka_59:10:e5,Broadcast,802.11,395,-66 dBm,-98 dBm,32 dB,1,2412MHz,"Beacon frame, SN=888, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,888.0,0,0.0,2024-10-25 12:04:47.921,0.0
84,2024-10-25 12:04:47.921,HewlettPacka_59:10:e0,Broadcast,802.11,405,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Beacon frame, SN=889, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,889.0,0,0.0,2024-10-25 12:04:47.921,0.0
85,2024-10-25 12:04:47.922,HewlettPacka_59:10:e3,Broadcast,802.11,412,-67 dBm,-98 dBm,31 dB,1,2412MHz,"Beacon frame, SN=890, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,890.0,0,0.0,2024-10-25 12:04:47.922,0.001
89,2024-10-25 12:04:47.949,HewlettPacka_7a:5b:e0,Broadcast,802.11,421,-74 dBm,-98 dBm,24 dB,1,2412MHz,"Beacon frame, SN=2981, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,2981.0,0,0.0,2024-10-25 12:04:47.949,0.027
90,2024-10-25 12:04:47.950,HewlettPacka_7a:5b:e3,Broadcast,802.11,383,-75 dBm,-98 dBm,23 dB,1,2412MHz,"Beacon frame, SN=2982, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,2982.0,0,0.0,2024-10-25 12:04:47.950,0.001
94,2024-10-25 12:04:48.052,HewlettPacka_7a:5b:e4,Broadcast,802.11,395,-74 dBm,-98 dBm,24 dB,1,2412MHz,"Beacon frame, SN=2989, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,2989.0,0,0.0,2024-10-25 12:04:48.052,0.102
95,2024-10-25 12:04:48.053,HewlettPacka_7a:5b:e5,Broadcast,802.11,411,-75 dBm,-98 dBm,23 dB,1,2412MHz,"Beacon frame, SN=2991, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,2991.0,0,0.0,2024-10-25 12:04:48.053,0.001
101,2024-10-25 12:04:48.091,8c:dc:2d:28:ac:a5,af:12:a6:11:a9:7e,802.11,790,-77 dBm,-98 dBm,21 dB,1,2412MHz,"ATIM, SN=3948, FN=6, Flags=opmPRM.TC",Cafe,12,Friday,3948.0,0,0.0,2024-10-25 12:04:48.091,0.038
110,2024-10-25 12:04:48.350,d7:11:7e:aa:52:9a,fa:b8:1d:ae:18:12,802.11,1073,-81 dBm,-98 dBm,17 dB,2,2417MHz,"QoS CF-Poll (No Data), SN=798, FN=1, Flags=.pmPR.FTC",Cafe,12,Friday,798.0,0,0.0,2024-10-25 12:04:48.350,0.259
119,2024-10-25 12:04:48.625,bf:ea:ab:99:42:b3,a6:2f:95:05:07:6f,802.11,689,-73 dBm,-98 dBm,25 dB,3,2422MHz,"QoS Data, SN=2202, FN=8, Flags=opm.RM..C",Cafe,12,Friday,2202.0,0,0.0,2024-10-25 12:04:48.625,0.275
131,2024-10-25 12:04:49.007,00:59:3a:24:a4:67,bb:a0:53:a8:73:b7,802.11,406,-79 dBm,-92 dBm,13 dB,4,2427MHz,"Acknowledgement (No data), SN=806, FN=0, Flags=.p....F.C",Cafe,12,Friday,806.0,0,0.0,2024-10-25 12:04:49.007,0.382
136,2024-10-25 12:04:49.073,b4:12:68:ed:6c:3c,8a:4c:b8:c8:5a:8f,802.11,990,-79 dBm,-92 dBm,13 dB,4,2427MHz,"CF-Poll (No data), SN=3153, FN=2, Flags=opmP..F.C",Cafe,12,Friday,3153.0,0,0.0,2024-10-25 12:04:49.073,0.066
165,2024-10-25 12:04:49.379,fa:ac:e0:1a:8d:fb,74:b3:70:d0:69:82,802.11,515,-77 dBm,-92 dBm,15 dB,5,2432MHz,"QoS Data + CF-Acknowledgment, SN=556, FN=5, Flags=.pmPRM..C",Cafe,12,Friday,556.0,0,0.0,2024-10-25 12:04:49.379,0.306
170,2024-10-25 12:04:49.419,cd:f6:84:70:77:a0,cb:e6:a9:6e:49:23,802.11,278,-80 dBm,-92 dBm,12 dB,5,2432MHz,"Reassociation Response, SN=794, FN=7, Flags=.pmPR...C",Cafe,12,Friday,794.0,0,0.0,2024-10-25 12:04:49.419,0.04
175,2024-10-25 12:04:49.548,26:af:22:e5:8a:22,NewWaveDesig_88:29:1d,802.11,308,-86 dBm,-92 dBm,6 dB,5,2432MHz,"Disassociate, SN=1909, FN=7, Flags=.pm...F.C",Cafe,12,Friday,1909.0,0,0.0,2024-10-25 12:04:49.548,0.129
187,2024-10-25 12:04:49.716,68:62:35:ba:b9:4e,48:72:e9:00:54:98,802.11,825,-84 dBm,-92 dBm,8 dB,6,2437MHz,"QoS CF-Ack + CF-Poll (No data), SN=2628, FN=13, Flags=.pm..M..C",Cafe,12,Friday,2628.0,0,0.0,2024-10-25 12:04:49.716,0.168
189,2024-10-25 12:04:49.720,HewlettPacka_5c:fb:40,Broadcast,802.11,54,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2345, FN=0, Flags=........C[Malformed Packet]",Cafe,12,Friday,2345.0,0,0.0,2024-10-25 12:04:49.720,0.004
190,2024-10-25 12:04:49.720,HewlettPacka_5c:fb:44,Broadcast,802.11,422,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2346, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,2346.0,0,0.0,2024-10-25 12:04:49.720,0.0
191,2024-10-25 12:04:49.720,HewlettPacka_5c:fb:45,Broadcast,802.11,384,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2347, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,2347.0,0,0.0,2024-10-25 12:04:49.720,0.0
192,2024-10-25 12:04:49.721,HewlettPacka_5c:fb:43,Broadcast,802.11,395,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2348, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,2348.0,0,0.0,2024-10-25 12:04:49.721,0.001
193,2024-10-25 12:04:49.721,HewlettPacka_5c:fb:41,Broadcast,802.11,62,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2349, FN=0, Flags=........C[Malformed Packet]",Cafe,12,Friday,2349.0,0,0.0,2024-10-25 12:04:49.721,0.0
194,2024-10-25 12:04:49.721,HewlettPacka_5c:fb:42,Broadcast,802.11,412,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2350, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,2350.0,0,0.0,2024-10-25 12:04:49.721,0.0
200,2024-10-25 12:04:49.735,HewlettPacka_5a:32:95,Broadcast,802.11,383,-80 dBm,-92 dBm,12 dB,6,2437MHz,"Beacon frame, SN=3867, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,3867.0,0,0.0,2024-10-25 12:04:49.735,0.014
199,2024-10-25 12:04:49.735,HewlettPacka_5a:32:94,Broadcast,802.11,421,-79 dBm,-92 dBm,13 dB,6,2437MHz,"Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,3866.0,0,0.0,2024-10-25 12:04:49.735,0.0
210,2024-10-25 12:04:49.835,HewlettPacka_5c:fb:40,Broadcast,802.11,413,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2351, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,2351.0,0,0.0,2024-10-25 12:04:49.835,0.1
211,2024-10-25 12:04:49.835,HewlettPacka_5c:fb:44,Broadcast,802.11,422,-78 dBm,-92 dBm,14 dB,6,2437MHz,"Beacon frame, SN=2352, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,2352.0,0,0.0,2024-10-25 12:04:49.835,0.0
212,2024-10-25 12:04:49.835,HewlettPacka_5c:fb:45,Broadcast,802.11,334,-75 dBm,-92 dBm,17 dB,6,2437MHz,"Beacon frame, SN=2353, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,2353.0,0,0.0,2024-10-25 12:04:49.835,0.0
213,2024-10-25 12:04:49.836,HewlettPacka_5c:fb:41,Broadcast,802.11,405,-75 dBm,-92 dBm,17 dB,6,2437MHz,"Beacon frame, SN=2355, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,2355.0,0,0.0,2024-10-25 12:04:49.836,0.001
214,2024-10-25 12:04:49.836,HewlettPacka_5c:fb:42,Broadcast,802.11,412,-76 dBm,-92 dBm,16 dB,6,2437MHz,"Beacon frame, SN=2356, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,2356.0,0,0.0,2024-10-25 12:04:49.836,0.0
222,2024-10-25 12:04:49.891,99:7b:bc:72:38:59,78:6f:d2:79:3d:59,802.11,440,-73 dBm,-92 dBm,19 dB,6,2437MHz,"Unrecognized (Reserved frame), SN=1980, FN=1, Flags=.pmPRMF.C",Cafe,12,Friday,1980.0,0,0.0,2024-10-25 12:04:49.891,0.055
229,2024-10-25 12:04:49.925,HewlettPacka_5c:fb:41,Broadcast,802.11,230,-75 dBm,-92 dBm,17 dB,6,2437MHz,"Beacon frame, SN=2361, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,2361.0,0,0.0,2024-10-25 12:04:49.925,0.034
232,2024-10-25 12:04:49.940,HewlettPacka_5a:32:90,Broadcast,802.11,412,-77 dBm,-92 dBm,15 dB,6,2437MHz,"Beacon frame, SN=3877, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""[Malformed Packet]",Cafe,12,Friday,3877.0,0,0.0,2024-10-25 12:04:49.940,0.015
233,2024-10-25 12:04:49.941,HewlettPacka_5a:32:93,Broadcast,802.11,395,-78 dBm,-92 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3880, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,3880.0,0,0.0,2024-10-25 12:04:49.941,0.001
234,2024-10-25 12:04:49.941,HewlettPacka_5a:32:91,Broadcast,802.11,404,-79 dBm,-92 dBm,13 dB,6,2437MHz,"Beacon frame, SN=3881, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,3881.0,0,0.0,2024-10-25 12:04:49.941,0.0
237,2024-10-25 12:04:50.028,7a:5e:3c:f1:5d:18,Broadcast,802.11,92,-87 dBm,-92 dBm,5 dB,7,2442MHz,"Probe Request, SN=3, FN=5, Flags=........C",Cafe,12,Friday,3.0,0,0.0,2024-10-25 12:04:50.028,0.087
271,2024-10-25 12:04:50.502,b6:fb:4b:3b:11:fe,91:0e:98:7e:25:16,802.11,222,-84 dBm,-92 dBm,8 dB,8,2447MHz,"Acknowledgement (No data), SN=1218, FN=15, Flags=o..PRMF.C",Cafe,12,Friday,1218.0,0,0.0,2024-10-25 12:04:50.502,0.474
276,2024-10-25 12:04:50.596,f4:da:17:bb:b4:72,4d:5d:8a:27:77:2d,802.11,478,-78 dBm,-92 dBm,14 dB,8,2447MHz,"Association Response, SN=2712, FN=12, Flags=.pm.R..TC",Cafe,12,Friday,2712.0,0,0.0,2024-10-25 12:04:50.596,0.094
281,2024-10-25 12:04:50.630,56:4f:d8:ac:03:05,Broadcast,802.11,183,-74 dBm,-92 dBm,18 dB,8,2447MHz,"Probe Request, SN=3510, FN=0, Flags=........C, SSID=""eduroam""",Cafe,12,Friday,3510.0,0,0.0,2024-10-25 12:04:50.630,0.034
283,2024-10-25 12:04:50.709,56:cf:10:00:80:48,Broadcast,802.11,183,-75 dBm,-92 dBm,17 dB,8,2447MHz,"Probe Request, SN=600, FN=10, Flags=........C[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,600.0,0,0.0,2024-10-25 12:04:50.709,0.079
303,2024-10-25 12:04:50.864,8a:12:f1:4c:26:1c,98:2d:5f:7e:5d:dc,802.11,1558,-84 dBm,-92 dBm,8 dB,9,2452MHz,"Probe Request, SN=686, FN=6, Flags=o.m...FTC[Malformed Packet]",Cafe,12,Friday,686.0,0,0.0,2024-10-25 12:04:50.864,0.155
324,2024-10-25 12:04:51.351,Intel_26:f0:98,Broadcast,802.11,152,-82 dBm,-92 dBm,10 dB,10,2457MHz,"Probe Request, SN=1208, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Cafe,12,Friday,1208.0,0,0.0,2024-10-25 12:04:51.351,0.487
325,2024-10-25 12:04:51.377,Intel_26:f0:98,Broadcast,802.11,152,-80 dBm,-92 dBm,12 dB,10,2457MHz,"Probe Request, SN=1209, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Cafe,12,Friday,1209.0,0,0.0,2024-10-25 12:04:51.377,0.026
328,2024-10-25 12:04:51.467,HewlettPacka_5a:db:21,16:bd:1f:ce:c8:05,802.11,396,-86 dBm,-92 dBm,6 dB,11,2462MHz,"Probe Response, SN=2618, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,2618.0,0,0.0,2024-10-25 12:04:51.467,0.09
329,2024-10-25 12:04:51.467,HewlettPacka_5d:9d:41,Broadcast,802.11,413,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2473, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,2473.0,0,0.0,2024-10-25 12:04:51.467,0.0
330,2024-10-25 12:04:51.467,HewlettPacka_5d:9d:45,Broadcast,802.11,422,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2474, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,2474.0,0,0.0,2024-10-25 12:04:51.467,0.0
331,2024-10-25 12:04:51.468,HewlettPacka_5d:9d:44,Broadcast,802.11,384,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2475, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,2475.0,0,0.0,2024-10-25 12:04:51.468,0.001
332,2024-10-25 12:04:51.468,HewlettPacka_5d:9d:43,Broadcast,802.11,395,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,2476.0,0,0.0,2024-10-25 12:04:51.468,0.0
333,2024-10-25 12:04:51.468,HewlettPacka_5d:9d:40,Broadcast,802.11,405,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,2477.0,0,0.0,2024-10-25 12:04:51.468,0.0
334,2024-10-25 12:04:51.469,HewlettPacka_5d:9d:42,Broadcast,802.11,412,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2478, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,2478.0,0,0.0,2024-10-25 12:04:51.469,0.001
335,2024-10-25 12:04:51.475,62:5c:06:ac:83:dc,3b:85:06:b9:83:73,802.11,1222,-86 dBm,-92 dBm,6 dB,11,2462MHz,"Action No Ack, SN=230, FN=1, Flags=.pm.R..TC",Cafe,12,Friday,230.0,0,0.0,2024-10-25 12:04:51.475,0.006
337,2024-10-25 12:04:51.483,HewlettPacka_5a:db:22,Broadcast,802.11,404,-86 dBm,-92 dBm,6 dB,11,2462MHz,"Beacon frame, SN=3540, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)[Malformed Packet]",Cafe,12,Friday,3540.0,0,0.0,2024-10-25 12:04:51.483,0.008
338,2024-10-25 12:04:51.484,HewlettPacka_5a:db:21,Broadcast,802.11,411,-85 dBm,-92 dBm,7 dB,11,2462MHz,"Beacon frame, SN=3541, FN=0, Flags=........C, BI=100, SSID=""uniwide""[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Friday,3541.0,0,0.0,2024-10-25 12:04:51.484,0.001
346,2024-10-25 12:04:51.569,HewlettPacka_5d:9d:41,Broadcast,802.11,413,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2479, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,2479.0,0,0.0,2024-10-25 12:04:51.569,0.085
349,2024-10-25 12:04:51.570,HewlettPacka_5d:9d:43,Broadcast,802.11,395,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2482, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Cafe,12,Friday,2482.0,0,0.0,2024-10-25 12:04:51.570,0.001
348,2024-10-25 12:04:51.570,HewlettPacka_5d:9d:44,Broadcast,802.11,384,-52 dBm,-92 dBm,40 dB,11,2462MHz,"Beacon frame, SN=2481, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Cafe,12,Friday,2481.0,0,0.0,2024-10-25 12:04:51.570,0.0
347,2024-10-25 12:04:51.570,HewlettPacka_5d:9d:45,Broadcast,802.11,422,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2480, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,2480.0,0,0.0,2024-10-25 12:04:51.570,0.0
350,2024-10-25 12:04:51.571,HewlettPacka_5d:9d:40,Broadcast,802.11,405,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2483, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Cafe,12,Friday,2483.0,0,0.0,2024-10-25 12:04:51.571,0.001
351,2024-10-25 12:04:51.571,HewlettPacka_5d:9d:42,Broadcast,802.11,412,-53 dBm,-92 dBm,39 dB,11,2462MHz,"Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Cafe,12,Friday,2484.0,0,0.0,2024-10-25 12:04:51.571,0.0
352,2024-10-25 12:04:51.575,d8:12:44:5a:63:e4,ff:ff:ff:ff:9f:71,802.11,413,-79 dBm,-92 dBm,13 dB,11,2462MHz,"Beacon frame, SN=135, FN=0, Flags=........C, BI=100, SSID=554e33b9f7496f54",Cafe,12,Friday,135.0,0,0.0,2024-10-25 12:04:51.575,0.004
353,2024-10-25 12:04:51.575,HewlettPacka_5a:63:e0,Broadcast,802.11,422,-83 dBm,-92 dBm,9 dB,11,2462MHz,"Beacon frame, SN=136, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,136.0,0,0.0,2024-10-25 12:04:51.575,0.0
355,2024-10-25 12:04:51.586,HewlettPacka_5a:db:24,Broadcast,802.11,412,-85 dBm,-92 dBm,7 dB,11,2462MHz,"Beacon frame, SN=3542, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Cafe,12,Friday,3542.0,0,0.0,2024-10-25 12:04:51.586,0.011
356,2024-10-25 12:04:51.586,HewlettPacka_5a:db:25,Broadcast,802.11,421,-85 dBm,-92 dBm,7 dB,11,2462MHz,"Beacon frame, SN=3543, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Cafe,12,Friday,3543.0,0,0.0,2024-10-25 12:04:51.586,0.0
