No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
50,2024-10-28 12:28:52.800,Cisco_c0:29:90,32:f3:d8:0a:48:01,802.11,294,-65 dBm,,,11,2462MHz,"Probe Response, SN=3258, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3258.0,1,1.0,2024-10-28 12:28:52.800,0.006
49,2024-10-28 12:28:52.800,Cisco_c0:29:90,32:f3:d8:0a:48:01,802.11,294,-66 dBm,,,11,2462MHz,"Probe Response, SN=3258, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3258.0,1,0.0,2024-10-28 12:28:52.800,0.0
48,2024-10-28 12:28:52.800,32:f3:d8:0a:48:01,Broadcast,802.11,144,-72 dBm,,,11,2462MHz,"Probe Request, SN=528, FN=0, Flags=........C, SSID=Wildcard (Broadcast)",Cafe,12,Monday,528.0,0,0.0,2024-10-28 12:28:52.800,0.0
51,2024-10-28 12:28:52.801,Cisco_c0:29:90,32:f3:d8:0a:48:01,802.11,294,-67 dBm,,,11,2462MHz,"Probe Response, SN=3258, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3258.0,1,2.0,2024-10-28 12:28:52.801,0.001
52,2024-10-28 12:28:52.801,Cisco_c0:29:94,32:f3:d8:0a:48:01,802.11,302,-66 dBm,,,11,2462MHz,"Probe Response, SN=3259, FN=0, Flags=....R...C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3259.0,1,0.0,2024-10-28 12:28:52.801,0.0
53,2024-10-28 12:28:52.802,Cisco_c0:29:94,32:f3:d8:0a:48:01,802.11,302,-66 dBm,,,11,2462MHz,"Probe Response, SN=3259, FN=0, Flags=....R...C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3259.0,1,1.0,2024-10-28 12:28:52.802,0.001
54,2024-10-28 12:28:52.802,Cisco_c0:29:94,32:f3:d8:0a:48:01,802.11,302,-66 dBm,,,11,2462MHz,"Probe Response, SN=3259, FN=0, Flags=....R...C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3259.0,1,2.0,2024-10-28 12:28:52.802,0.0
55,2024-10-28 12:28:52.803,Cisco_c0:29:91,32:f3:d8:0a:48:01,802.11,294,-67 dBm,,,11,2462MHz,"Probe Response, SN=3260, FN=0, Flags=....R...C, BI=102, SSID=""uniwide""",Cafe,12,Monday,3260.0,1,0.0,2024-10-28 12:28:52.803,0.001
56,2024-10-28 12:28:52.803,Cisco_c0:29:91,32:f3:d8:0a:48:01,802.11,294,-66 dBm,,,11,2462MHz,"Probe Response, SN=3260, FN=0, Flags=....R...C, BI=102, SSID=""uniwide""",Cafe,12,Monday,3260.0,1,1.0,2024-10-28 12:28:52.803,0.0
57,2024-10-28 12:28:52.804,Cisco_c0:29:93,32:f3:d8:0a:48:01,802.11,275,-65 dBm,,,11,2462MHz,"Probe Response, SN=3261, FN=0, Flags=....R...C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,3261.0,0,0.0,2024-10-28 12:28:52.804,0.001
59,2024-10-28 12:28:52.815,Cisco_c0:29:90,Broadcast,802.11,300,-65 dBm,,,11,2462MHz,"Beacon frame, SN=2317, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,2317.0,0,0.0,2024-10-28 12:28:52.815,0.011
62,2024-10-28 12:28:52.864,Cisco_c0:29:91,Broadcast,802.11,300,-66 dBm,,,11,2462MHz,"Beacon frame, SN=2319, FN=0, Flags=........C, BI=102, SSID=""uniwide""",Cafe,12,Monday,2319.0,0,0.0,2024-10-28 12:28:52.864,0.049
67,2024-10-28 12:28:52.889,Cisco_c0:29:93,Broadcast,802.11,281,-67 dBm,,,11,2462MHz,"Beacon frame, SN=2320, FN=0, Flags=........C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,2320.0,0,0.0,2024-10-28 12:28:52.889,0.025
70,2024-10-28 12:28:53.090,FUJIFILMBusi_2c:d7:c3,Broadcast,802.11,170,-83 dBm,-77 dBm,-6 dB,2,2417MHz,"Probe Request, SN=3675, FN=0, Flags=........C, SSID=""wireless_device""",Cafe,12,Monday,3675.0,0,0.0,2024-10-28 12:28:53.090,0.201
78,2024-10-28 12:28:53.171,30:b5:c7:53:1e:e8,46:43:bd:1f:19:2d,802.11,364,-75 dBm,-77 dBm,2 dB,2,2417MHz,"QoS Data + CF-Poll, SN=2609, FN=9, Flags=.pm..MFTC",Cafe,12,Monday,2609.0,0,0.0,2024-10-28 12:28:53.171,0.081
100,2024-10-28 12:28:53.721,23:23:15:a9:1f:f2,25:1b:21:15:5b:31,802.11,1955,-86 dBm,-77 dBm,-9 dB,3,2422MHz,"CF-Ack/Poll (No data), SN=601, FN=12, Flags=..mP.M..C",Cafe,12,Monday,601.0,0,0.0,2024-10-28 12:28:53.721,0.55
108,2024-10-28 12:28:53.910,6b:e8:70:a0:a9:e6,e8:9a:ea:e6:25:7f,802.11,394,-79 dBm,-80 dBm,1 dB,4,2427MHz,"Null function (No data), SN=2974, FN=9, Flags=...PR...C",Cafe,12,Monday,2974.0,0,0.0,2024-10-28 12:28:53.910,0.189
116,2024-10-28 12:28:53.961,f2:4d:51:12:33:1d,ce:a7:51:75:6a:4c,802.11,505,-80 dBm,-80 dBm,0 dB,4,2427MHz,"QoS Null function (No data), SN=988, FN=4, Flags=.p.PR.F.C",Cafe,12,Monday,988.0,0,0.0,2024-10-28 12:28:53.961,0.051
122,2024-10-28 12:28:54.038,05:9d:bc:21:2f:87,ab:22:2c:51:ba:ce,802.11,231,-83 dBm,-80 dBm,-3 dB,4,2427MHz,"QoS Null function (No data), SN=1285, FN=6, Flags=o.m.RM.TC",Cafe,12,Monday,1285.0,0,0.0,2024-10-28 12:28:54.038,0.077
127,2024-10-28 12:28:54.078,8c:a1:3a:50:14:ee,a4:12:bb:ef:38:58,802.11,1763,-74 dBm,-80 dBm,6 dB,4,2427MHz,"Reassociation Response, SN=2345, FN=1, Flags=opmPRM.TC",Cafe,12,Monday,2345.0,0,0.0,2024-10-28 12:28:54.078,0.04
129,2024-10-28 12:28:54.098,d5:6c:14:2a:c2:87,72:8d:5f:c0:18:aa,802.11,798,-78 dBm,-80 dBm,2 dB,4,2427MHz,"Reassociation Response, SN=859, FN=9, Flags=op.PR..TC",Cafe,12,Monday,859.0,0,0.0,2024-10-28 12:28:54.098,0.02
133,2024-10-28 12:28:54.126,d0:99:05:64:a4:71,b4:fe:38:84:41:29,802.11,654,-76 dBm,-80 dBm,4 dB,4,2427MHz,"Reassociation Response, SN=2264, FN=2, Flags=.pmPR...C",Cafe,12,Monday,2264.0,0,0.0,2024-10-28 12:28:54.126,0.028
131,2024-10-28 12:28:54.127,10:fa:e2:c5:19:14,69:ca:23:67:06:e3,802.11,333,-81 dBm,-80 dBm,-1 dB,4,2427MHz,"QoS Data + CF-Poll, SN=326, FN=9, Flags=op.PRMFTC",Cafe,12,Monday,326.0,0,0.0,2024-10-28 12:28:54.127,0.001
149,2024-10-28 12:28:54.344,75:d4:c4:5b:4e:c7,11:9a:84:a7:f2:7b,802.11,886,-82 dBm,-80 dBm,-2 dB,5,2432MHz,"Measurement Pilot, SN=2571, FN=2, Flags=.pm.R.F.C",Cafe,12,Monday,2571.0,0,0.0,2024-10-28 12:28:54.344,0.217
163,2024-10-28 12:28:54.448,fb:e7:fa:f6:83:5f,f8:7e:a6:aa:36:de,802.11,1646,-79 dBm,-80 dBm,1 dB,5,2432MHz,"Beacon frame, SN=67, FN=0, Flags=o...R.F.C, BI=38238",Cafe,12,Monday,67.0,0,0.0,2024-10-28 12:28:54.448,0.104
168,2024-10-28 12:28:54.490,ba:95:5d:b5:5d:bd,Broadcast,802.11,166,-72 dBm,-80 dBm,8 dB,5,2432MHz,"Probe Request, SN=436, FN=6, Flags=........C",Cafe,12,Monday,436.0,0,0.0,2024-10-28 12:28:54.490,0.042
171,2024-10-28 12:28:54.581,Cisco_b2:42:50,Broadcast,802.11,301,-83 dBm,-80 dBm,-3 dB,6,2437MHz,"Beacon frame, SN=3221, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3221.0,0,0.0,2024-10-28 12:28:54.581,0.091
176,2024-10-28 12:28:54.588,Cisco_85:1c:f0,Broadcast,802.11,301,-67 dBm,-80 dBm,13 dB,6,2437MHz,"Beacon frame, SN=3377, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3377.0,0,0.0,2024-10-28 12:28:54.588,0.007
180,2024-10-28 12:28:54.596,Cisco_5b:49:e1,Broadcast,802.11,301,-77 dBm,-80 dBm,3 dB,6,2437MHz,"Beacon frame, SN=3328, FN=0, Flags=........C, BI=102, SSID=""uniwide""",Cafe,12,Monday,3328.0,0,0.0,2024-10-28 12:28:54.596,0.008
182,2024-10-28 12:28:54.597,Cisco_b5:a6:e0,Broadcast,802.11,82,-86 dBm,-80 dBm,-6 dB,6,2437MHz,"Beacon frame, SN=1926, FN=0, Flags=........C, BI=102, SSID=656475726fe1b4[Malformed Packet]",Cafe,12,Monday,1926.0,0,0.0,2024-10-28 12:28:54.597,0.001
183,2024-10-28 12:28:54.600,Cisco_85:1c:f4,Broadcast,802.11,309,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3378, FN=0, Flags=........C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3378.0,0,0.0,2024-10-28 12:28:54.600,0.003
184,2024-10-28 12:28:54.602,Cisco_b5:8f:a5,Broadcast,802.11,248,-83 dBm,-80 dBm,-3 dB,6,2437MHz,"Beacon frame, SN=31, FN=0, Flags=........C, BI=102, SSID=00",Cafe,12,Monday,31.0,0,0.0,2024-10-28 12:28:54.602,0.002
185,2024-10-28 12:28:54.605,Cisco_f1:f3:13,Broadcast,802.11,282,-78 dBm,-80 dBm,2 dB,6,2437MHz,"Beacon frame, SN=3895, FN=0, Flags=........C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,3895.0,0,0.0,2024-10-28 12:28:54.605,0.003
186,2024-10-28 12:28:54.607,96:99:7b:95:4a:81,Cisco_85:1c:f0,802.11,53,-70 dBm,-80 dBm,10 dB,6,2437MHz,"Null function (No data), SN=2718, FN=0, Flags=...P...TC",Cafe,12,Monday,2718.0,0,0.0,2024-10-28 12:28:54.607,0.002
188,2024-10-28 12:28:54.619,Cisco_f1:f3:15,Broadcast,802.11,248,-74 dBm,-80 dBm,6 dB,6,2437MHz,"Beacon frame, SN=3896, FN=0, Flags=........C, BI=102, SSID=00",Cafe,12,Monday,3896.0,0,0.0,2024-10-28 12:28:54.619,0.012
189,2024-10-28 12:28:54.622,Cisco_5b:49:e3,Broadcast,802.11,282,-77 dBm,-80 dBm,3 dB,6,2437MHz,"Beacon frame, SN=3329, FN=0, Flags=........C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,3329.0,0,0.0,2024-10-28 12:28:54.622,0.003
190,2024-10-28 12:28:54.624,16:3a:8b:93:e1:6f,Broadcast,802.11,186,-79 dBm,-80 dBm,1 dB,6,2437MHz,"Probe Request, SN=1229, FN=0, Flags=........C, SSID=""uniwide""[Malformed Packet]",Cafe,12,Monday,1229.0,0,0.0,2024-10-28 12:28:54.624,0.002
194,2024-10-28 12:28:54.648,Cisco_f1:f3:14,Broadcast,802.11,309,-73 dBm,-80 dBm,7 dB,6,2437MHz,"Beacon frame, SN=3898, FN=0, Flags=........C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3898.0,0,0.0,2024-10-28 12:28:54.648,0.024
201,2024-10-28 12:28:54.680,Cisco_53:71:40,12:df:d8:00:94:85,802.11,142,-82 dBm,-80 dBm,-2 dB,6,2437MHz,"QoS Data, SN=3248, FN=0, Flags=.p..R.F.C",Cafe,12,Monday,3248.0,0,0.0,2024-10-28 12:28:54.680,0.032
202,2024-10-28 12:28:54.680,Cisco_3a:5a:51,08:0f:2d:1e:35:a0,802.11,295,-82 dBm,-80 dBm,-2 dB,6,2437MHz,"Probe Response, SN=233, FN=0, Flags=....R...C, BI=102, SSID=""uniwide""",Cafe,12,Monday,233.0,0,0.0,2024-10-28 12:28:54.680,0.0
207,2024-10-28 12:28:54.691,Cisco_85:1c:f4,76:6a:ef:60:4a:27,802.11,303,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Probe Response, SN=526, FN=0, Flags=....R...C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,526.0,0,0.0,2024-10-28 12:28:54.691,0.011
208,2024-10-28 12:28:54.692,Cisco_85:1c:f1,76:6a:ef:60:4a:27,802.11,295,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Probe Response, SN=527, FN=0, Flags=....R...C, BI=102, SSID=""uniwide""",Cafe,12,Monday,527.0,1,0.0,2024-10-28 12:28:54.692,0.001
209,2024-10-28 12:28:54.692,Cisco_85:1c:f0,Broadcast,802.11,301,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3382, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3382.0,0,0.0,2024-10-28 12:28:54.692,0.0
210,2024-10-28 12:28:54.693,Cisco_85:1c:f1,76:6a:ef:60:4a:27,802.11,295,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Probe Response, SN=527, FN=0, Flags=....R...C, BI=102, SSID=""uniwide""",Cafe,12,Monday,527.0,1,1.0,2024-10-28 12:28:54.693,0.001
211,2024-10-28 12:28:54.695,Cisco_85:1c:f3,76:6a:ef:60:4a:27,802.11,276,-65 dBm,-80 dBm,15 dB,6,2437MHz,"Probe Response, SN=528, FN=0, Flags=....R...C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,528.0,0,0.0,2024-10-28 12:28:54.695,0.002
212,2024-10-28 12:28:54.702,HewlettPacka_7d:b3:10,Broadcast,802.11,1429,-73 dBm,-80 dBm,7 dB,6,2437MHz,"Aruba Management, SN=1014, FN=0, Flags=........C",Cafe,12,Monday,1014.0,0,0.0,2024-10-28 12:28:54.702,0.007
214,2024-10-28 12:28:54.706,Cisco_85:1c:f4,Broadcast,802.11,309,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3383, FN=0, Flags=........C, BI=102, SSID=""Global_Students""",Cafe,12,Monday,3383.0,0,0.0,2024-10-28 12:28:54.706,0.004
213,2024-10-28 12:28:54.706,b6:ca:35:4a:c0:22,Broadcast,802.11,277,-81 dBm,-80 dBm,-1 dB,6,2437MHz,"Beacon frame, SN=1402, FN=0, Flags=........C, BI=300, SSID=000000000000[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Monday,1402.0,0,0.0,2024-10-28 12:28:54.706,0.0
219,2024-10-28 12:28:54.712,Cisco_f1:f3:13,Broadcast,802.11,282,-72 dBm,-80 dBm,8 dB,6,2437MHz,"Beacon frame, SN=3900, FN=0, Flags=........C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,3900.0,0,0.0,2024-10-28 12:28:54.712,0.006
221,2024-10-28 12:28:54.722,Cisco_f1:f3:15,Broadcast,802.11,248,-81 dBm,-80 dBm,-1 dB,6,2437MHz,"Beacon frame, SN=3901, FN=0, Flags=........C, BI=102, SSID=00",Cafe,12,Monday,3901.0,0,0.0,2024-10-28 12:28:54.722,0.01
224,2024-10-28 12:28:54.738,Cisco_5b:49:e5,Broadcast,802.11,248,-76 dBm,-80 dBm,4 dB,6,2437MHz,"Beacon frame, SN=3335, FN=0, Flags=........C, BI=102, SSID=00",Cafe,12,Monday,3335.0,0,0.0,2024-10-28 12:28:54.738,0.016
225,2024-10-28 12:28:54.740,Cisco_f1:f3:10,Broadcast,802.11,301,-73 dBm,-80 dBm,7 dB,6,2437MHz,"Beacon frame, SN=3902, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3902.0,0,0.0,2024-10-28 12:28:54.740,0.002
227,2024-10-28 12:28:54.741,Cisco_85:1c:f1,Broadcast,802.11,301,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3384, FN=0, Flags=........C, BI=102, SSID=""uniwide""",Cafe,12,Monday,3384.0,0,0.0,2024-10-28 12:28:54.741,0.001
228,2024-10-28 12:28:54.744,08:0c:74:b5:d7:53,Broadcast,802.11,282,-82 dBm,-80 dBm,-2 dB,6,2437MHz,"Beacon frame, SN=2196, FN=0, Flags=........C, BI=51250, SSID=Wildcard (Broadcast)",Cafe,12,Monday,2196.0,0,0.0,2024-10-28 12:28:54.744,0.003
232,2024-10-28 12:28:54.753,Cisco_5b:26:05,Broadcast,802.11,248,-83 dBm,-80 dBm,-3 dB,6,2437MHz,"Beacon frame, SN=1722, FN=0, Flags=........C, BI=102, SSID=00[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Monday,1722.0,0,0.0,2024-10-28 12:28:54.753,0.009
233,2024-10-28 12:28:54.753,Cisco_b5:f5:50,Broadcast,802.11,301,-81 dBm,-80 dBm,-1 dB,6,2437MHz,"Beacon frame, SN=3334, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3334.0,0,0.0,2024-10-28 12:28:54.753,0.0
236,2024-10-28 12:28:54.762,Cisco_85:1c:f0,12:6a:f2:a3:c6:72,802.11,295,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Probe Response, SN=529, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,529.0,1,0.0,2024-10-28 12:28:54.762,0.009
237,2024-10-28 12:28:54.763,Cisco_85:1c:f0,12:6a:f2:a3:c6:72,802.11,295,-67 dBm,-80 dBm,13 dB,6,2437MHz,"Probe Response, SN=529, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,529.0,1,1.0,2024-10-28 12:28:54.763,0.001
238,2024-10-28 12:28:54.766,Cisco_85:1c:f3,Broadcast,802.11,282,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3385, FN=0, Flags=........C, BI=102, SSID=""UNSW Guest""",Cafe,12,Monday,3385.0,0,0.0,2024-10-28 12:28:54.766,0.003
239,2024-10-28 12:28:54.768,58:41:69:bb:a4:27,4a:fb:9e:cd:35:d6,802.11,295,-82 dBm,-80 dBm,-2 dB,6,2437MHz,"Probe Response, SN=3104, FN=6, Flags=....R...C, BI=13994, SSID=6c823d726f616d01069824b048606c0301060706415520010b1e0b9ddf5d7b985274e798f5a12efdd27a4499bc4952f2bbe2a39498bb9048bf2cf304cc531373a5777a47eca83cb22c13942cc3c3b3f1d4e224546b0bd6d491849b1a37934904223d55d82cf2f1f192382241f4446509c8e9de5059bf9d58ç§200Â¥246[Malformed Packet: length of contained item exceeds length of containing item]",Cafe,12,Monday,3104.0,0,0.0,2024-10-28 12:28:54.768,0.002
240,2024-10-28 12:28:54.770,7e:65:61:ae:f3:06,,802.11,303,-78 dBm,-80 dBm,2 dB,6,2437MHz,"QoS Data, SN=1462, FN=11, Flags=opmP...TC",Cafe,12,Monday,1462.0,0,,2024-10-28 12:28:54.770,0.002
241,2024-10-28 12:28:54.774,Cisco_b5:8f:a1,Broadcast,802.11,301,-75 dBm,-80 dBm,5 dB,6,2437MHz,"Beacon frame, SN=39, FN=0, Flags=........C, BI=102, SSID=""uniwide""",Cafe,12,Monday,39.0,0,0.0,2024-10-28 12:28:54.774,0.004
243,2024-10-28 12:28:54.777,Cisco_53:71:40,52:0c:57:34:d7:30,802.11,154,-73 dBm,-80 dBm,7 dB,6,2437MHz,"QoS Data, SN=3078, FN=0, Flags=.p..R.F.C",Cafe,12,Monday,3078.0,0,0.0,2024-10-28 12:28:54.777,0.003
244,2024-10-28 12:28:54.778,Cisco_85:1c:f5,Broadcast,802.11,248,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Beacon frame, SN=3386, FN=0, Flags=........C, BI=102, SSID=00",Cafe,12,Monday,3386.0,0,0.0,2024-10-28 12:28:54.778,0.001
247,2024-10-28 12:28:54.797,Cisco_85:1c:f0,Broadcast,802.11,301,-67 dBm,-80 dBm,13 dB,6,2437MHz,"Beacon frame, SN=3387, FN=0, Flags=........C, BI=102, SSID=""eduroam""",Cafe,12,Monday,3387.0,0,0.0,2024-10-28 12:28:54.797,0.019
248,2024-10-28 12:28:54.798,a5:44:a7:0d:36:b8,ff:9f:29:46:e7:25,802.11,114,-78 dBm,-80 dBm,2 dB,6,2437MHz,"Beacon frame, SN=780, FN=0, Flags=........C, BI=100, SSID=4850ed3c72696e742d30312dcfbf666963656acf71785725543b583537366417",Cafe,12,Monday,780.0,0,0.0,2024-10-28 12:28:54.798,0.001
249,2024-10-28 12:28:54.798,96:99:7b:95:4a:81,Cisco_85:1c:f0,802.11,53,-65 dBm,-80 dBm,15 dB,6,2437MHz,"Null function (No data), SN=2725, FN=0, Flags=...P...TC",Cafe,12,Monday,2725.0,0,0.0,2024-10-28 12:28:54.798,0.0
251,2024-10-28 12:28:54.808,Cisco_85:1c:f0,12:6a:f2:a3:c6:72,802.11,295,-66 dBm,-80 dBm,14 dB,6,2437MHz,"Probe Response, SN=530, FN=0, Flags=....R...C, BI=102, SSID=""eduroam""",Cafe,12,Monday,530.0,1,0.0,2024-10-28 12:28:54.808,0.01
